run_name,ts-tilt_range-max,ts-tilt_series_quality
mba2010-09-09-1,64.0,4
mba2010-09-09-2,64.0,4
mba2010-09-09-3,64.0,4
mba2010-09-09-5,64.0,4
mba2010-09-09-6,64.0,4
mba2010-09-09-4,49.0,3
mba2010-09-09-7,49.0,3
