run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
dga2017-10-31-41,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-42,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-43,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-44,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-45,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-46,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-47,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-48,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-49,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-50,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-51,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-52,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-53,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-54,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-55,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-56,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-57,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-58,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-59,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-60,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-61,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-62,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-63,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-64,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-65,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-66,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-67,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-77,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-78,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-79,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-80,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-81,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-82,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-83,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-84,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-85,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-86,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-31-87,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-05-4,20.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,20.0,3
dga2017-09-05-18,44.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,44.0,3
dga2017-09-05-54,10.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,10.0,2
dga2017-09-05-55,22.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,22.0,3
dga2017-09-05-99,0.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,0.0,2
