run_name,tomo-align_softwares,ts-tilt_alignment_software
psa2014-12-21-16,['RAPTOR'],RAPTOR
psa2014-12-21-17,['RAPTOR'],RAPTOR
psa2014-12-21-19,['RAPTOR'],RAPTOR
psa2014-12-21-20,['RAPTOR'],RAPTOR
psa2014-12-21-21,['RAPTOR'],RAPTOR
psa2014-12-21-22,['RAPTOR'],RAPTOR
psa2014-12-21-23,['RAPTOR'],RAPTOR
psa2014-12-21-24,['RAPTOR'],RAPTOR
psa2014-12-21-25,['RAPTOR'],RAPTOR
psa2014-12-21-26,['RAPTOR'],RAPTOR
psa2014-12-21-18,['Batchruntomo'],Batchruntomo
