run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-processing_software,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
mka2019-09-22-1,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-2,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-4,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-5,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-6,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-7,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-9,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-10,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-11,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-12,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-13,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-14,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-16,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-18,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-19,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-20,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-21,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-22,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-23,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-24,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-25,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-26,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-27,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-28,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-29,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-30,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-31,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-32,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-33,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-34,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-35,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-36,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-37,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-39,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-40,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-41,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-42,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-43,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-44,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-45,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-46,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-47,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-48,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-49,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-50,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-51,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-52,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-53,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-54,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-55,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-56,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-57,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-58,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-59,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-60,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-61,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-62,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-63,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-64,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-65,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-66,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-67,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-68,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-69,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-70,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-71,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-72,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-73,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-74,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-75,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-76,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-77,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-78,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-79,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
