run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-processing_software,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
mka2019-09-22-80,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-81,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-82,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-83,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-84,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-85,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-86,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-87,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-88,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-89,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-90,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-91,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-92,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-93,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-94,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-95,50.0,1.0,,NON_FIDUCIAL,,,,,,50.0,1
mka2019-09-22-96,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-97,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-98,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-99,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-100,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-101,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-102,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-103,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-104,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-105,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-106,50.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,50.0,4
mka2019-09-22-3,48.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,48.0,4
mka2019-09-22-38,48.0,1.0,,NON_FIDUCIAL,,,,,,48.0,1
mka2019-09-22-107,48.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,48.0,4
mka2019-09-22-108,48.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,48.0,4
mka2019-09-22-109,48.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,48.0,4
mka2019-09-22-8,40.0,1.0,,NON_FIDUCIAL,,,,,,40.0,1
mka2019-09-22-15,40.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,40.0,4
