run_name,tomo-align_software,ts-tilt_alignment_software
mba2010-08-29-1,IMOD,IMOD
mba2010-08-29-2,IMOD,IMOD
mba2010-08-29-3,IMOD,IMOD
mba2010-08-29-4,RAPTOR,RAPTOR
mba2010-08-29-5,RAPTOR,RAPTOR
