run_name,tomo-align_software,ts-tilt_alignment_software
psa2014-12-20-1,RAPTOR,RAPTOR
psa2014-12-20-2,RAPTOR,RAPTOR
psa2014-12-20-3,RAPTOR,RAPTOR
psa2014-12-20-4,RAPTOR,RAPTOR
psa2014-12-20-5,RAPTOR,RAPTOR
psa2014-12-20-6,RAPTOR,RAPTOR
psa2014-12-20-7,RAPTOR,RAPTOR
psa2014-12-20-9,RAPTOR,RAPTOR
psa2014-12-20-8,Batchruntomo,Batchruntomo
