run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-processing_software,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
mka2019-10-25-212,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-213,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-214,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-215,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-216,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-218,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-219,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2019-10-25-220,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-221,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-222,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-223,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-224,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,60.0,4
mka2019-10-25-27,45.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,17.976,RAPTOR,45.0,3
