run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
dga2019-12-02-50,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-52,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-53,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-54,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-55,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-56,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-58,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-59,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-60,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-61,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-62,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-63,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-64,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-65,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-66,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-68,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-69,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-71,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-72,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-73,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-80,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-81,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-82,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-83,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-84,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-85,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-86,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-87,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-88,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-89,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-90,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-91,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-92,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-93,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-94,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-96,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-97,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-99,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-101,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-102,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-103,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-106,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-107,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-108,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-109,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-1,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-4,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-5,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-6,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-8,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-9,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-10,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-11,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-12,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-13,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-14,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-16,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-17,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-18,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-19,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-20,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-21,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-22,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-23,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-24,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-26,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-27,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-28,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-30,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-31,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-32,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-34,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-35,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-36,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-37,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-38,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-39,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-40,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-41,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-42,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-44,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-45,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-46,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-47,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-48,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-49,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-50,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-51,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-52,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-53,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-54,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-55,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-57,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-58,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-59,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-61,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-64,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-65,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-66,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-67,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-68,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-69,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-70,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-72,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-73,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-74,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-75,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-76,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-78,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-79,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-80,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-81,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-05-82,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-1,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-2,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-3,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-4,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-5,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-6,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-7,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-10,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-11,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-12,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-13,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-14,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-15,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-16,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-17,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-19,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-20,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-21,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-22,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-23,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-24,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-25,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-26,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-27,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-28,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-29,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-30,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-31,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-32,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-33,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-34,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-35,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-36,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-38,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-39,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-04-40,54.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,54.0,4
dga2019-12-02-4,-18.0,1.0,,NON_FIDUCIAL,,,,,-18.0,1
dga2019-12-02-105,-18.0,1.0,,NON_FIDUCIAL,,,,,-18.0,1
dga2019-12-02-6,9.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,9.0,2
dga2019-12-02-8,-15.0,1.0,,NON_FIDUCIAL,,,,,-15.0,1
dga2019-12-05-3,-15.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,-15.0,2
dga2019-12-05-29,-15.0,1.0,,NON_FIDUCIAL,,,,,-15.0,1
dga2019-12-02-12,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-02-18,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-02-100,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-05-7,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-05-56,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-05-62,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-05-71,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-04-37,51.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,51.0,3
dga2019-12-02-13,45.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,45.0,3
dga2019-12-05-60,45.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,45.0,3
dga2019-12-02-15,33.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,33.0,3
dga2019-12-02-22,-6.0,1.0,,NON_FIDUCIAL,,,,,-6.0,1
dga2019-12-02-24,-12.0,1.0,,NON_FIDUCIAL,,,,,-12.0,1
dga2019-12-02-51,-12.0,1.0,,NON_FIDUCIAL,,,,,-12.0,1
dga2019-12-02-95,-12.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,-12.0,2
dga2019-12-02-30,-24.0,1.0,,NON_FIDUCIAL,,,,,-24.0,1
dga2019-12-02-44,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-02-70,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-02-74,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-02-98,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-05-15,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-05-25,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-05-33,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-05-43,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-05-63,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-05-77,48.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,48.0,3
dga2019-12-02-57,39.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,10.448,RAPTOR,39.0,3
dga2019-12-02-104,-30.0,1.0,,NON_FIDUCIAL,,,,,-30.0,1
