run_name,tomo-align_software,ts-tilt_alignment_software
psa2014-12-30-48,RAPTOR,RAPTOR
psa2014-12-30-49,RAPTOR,RAPTOR
psa2014-12-30-50,RAPTOR,RAPTOR
psa2014-12-30-51,RAPTOR,RAPTOR
psa2014-12-30-52,RAPTOR,RAPTOR
psa2014-12-30-53,RAPTOR,RAPTOR
psa2014-12-30-55,RAPTOR,RAPTOR
psa2014-12-30-56,RAPTOR,RAPTOR
psa2014-12-30-57,RAPTOR,RAPTOR
psa2014-12-30-58,RAPTOR,RAPTOR
psa2014-12-30-54,Batchruntomo,Batchruntomo
