run_name,tomo-align_software,ts-tilt_alignment_software
psa2014-12-27-12,RAPTOR,RAPTOR
psa2014-12-27-13,RAPTOR,RAPTOR
psa2014-12-27-14,RAPTOR,RAPTOR
psa2014-12-27-15,RAPTOR,RAPTOR
psa2014-12-27-16,RAPTOR,RAPTOR
psa2014-12-27-17,RAPTOR,RAPTOR
psa2014-12-27-19,RAPTOR,RAPTOR
psa2014-12-27-20,RAPTOR,RAPTOR
psa2014-12-27-21,RAPTOR,RAPTOR
psa2014-12-27-22,RAPTOR,RAPTOR
psa2014-12-27-23,RAPTOR,RAPTOR
psa2014-12-27-24,RAPTOR,RAPTOR
psa2014-12-27-18,Batchruntomo,Batchruntomo
