run_name,tomo-align_software,ts-tilt_alignment_software
dga2019-05-28-159,RAPTOR,RAPTOR
dga2019-05-28-160,RAPTOR,RAPTOR
dga2019-05-28-161,RAPTOR,RAPTOR
dga2019-05-28-162,RAPTOR,RAPTOR
dga2019-05-28-163,RAPTOR,RAPTOR
dga2019-05-28-164,RAPTOR,RAPTOR
dga2019-05-28-165,RAPTOR,RAPTOR
dga2019-05-28-166,RAPTOR,RAPTOR
dga2019-05-28-167,RAPTOR,RAPTOR
dga2019-05-28-168,RAPTOR,RAPTOR
dga2019-05-28-169,RAPTOR,RAPTOR
dga2019-05-28-170,Batchruntomo,Batchruntomo
