run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-processing_software,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
mka2020-10-08-28,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-29,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-30,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-31,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-32,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-33,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-34,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-35,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-36,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-37,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-39,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-40,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-41,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-42,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-43,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-44,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-45,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-46,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-47,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-48,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-49,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-50,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-51,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-52,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-53,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-54,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-55,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-56,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-57,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-58,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-59,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-60,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-61,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-62,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-63,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-64,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-65,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-66,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-67,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-68,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-69,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-70,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-71,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-72,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-73,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-74,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-75,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-76,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-77,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-78,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-79,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-80,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-81,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-83,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-84,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-85,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-86,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-87,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-88,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-89,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-90,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-91,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-92,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-93,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-94,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-95,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-96,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-97,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-98,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-99,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-100,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-101,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-102,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-103,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-104,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-105,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-106,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-107,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-108,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-109,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-110,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-111,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-112,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-113,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-114,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-115,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-116,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-117,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-118,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-119,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-120,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-121,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-122,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-123,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-124,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-125,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-126,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-127,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-128,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-129,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-130,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-131,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-132,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-133,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-134,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-135,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-136,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-137,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-138,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-139,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-140,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-141,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-142,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-143,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-144,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-145,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-146,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-147,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-148,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-149,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-150,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-151,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-152,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-153,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-154,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-155,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-156,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-157,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-158,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-159,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-160,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-162,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-163,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-164,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-165,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-166,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-167,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-168,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-169,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-170,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-171,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-172,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-173,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-174,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-175,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-176,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-177,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-178,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-179,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-180,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-181,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-182,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-183,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-184,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-185,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-186,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-187,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-188,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-189,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-190,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-191,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-192,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-193,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-194,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-195,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-196,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-197,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-198,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-199,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-200,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-201,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-202,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-203,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-204,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-205,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-206,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-207,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-208,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-209,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-210,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-211,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-212,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-213,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-214,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-215,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
