run_name,ts-tilt_range-max,ts-tilt_series_quality
cwl2011-07-24-7,60.0,4
cwl2011-07-24-12,60.0,4
cwl2011-07-24-8,53.0,3
cwl2011-07-24-9,24.0,3
cwl2011-07-24-10,33.0,3
cwl2011-07-24-11,40.0,3
