run_name,frame_dose_rate,tomo-align_software,tomo-fiducial_alignment_status,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-pixel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_range-min,ts-tilt_series_quality,ts-tilt_step,ts-total_flux
ycw2017-07-06-171,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-175,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-176,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-177,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-178,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-179,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-180,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-181,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-182,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-183,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-184,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-185,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-186,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-187,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-188,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-189,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-190,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-191,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
ycw2017-07-06-192,1.487603305785124,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,4.036,RAPTOR,60.0,-60.0,4,1.0,180.0
