dga2016-01-12-1,3dimage_108319/tomo_area10001_SIRT_1k.rec
dga2016-01-12-2,3dimage_72460/tomo_area10002.rec
dga2016-01-12-3,3dimage_72471/tomo_area10003.rec
dga2016-01-12-4,3dimage_108334/tomo_area10004_SIRT_1k.rec
dga2016-01-12-5,3dimage_108335/tomo_area10005_SIRT_1k.rec
dga2016-01-12-6,3dimage_108336/tomo_area10006_SIRT_1k.rec
dga2016-01-12-7,3dimage_108337/tomo_area90001_SIRT_1k.rec
dga2016-01-12-9,3dimage_72489/tomo_area90003.rec
dga2016-01-12-10,3dimage_72493/tomo_area90004.rec
dga2016-01-12-11,3dimage_72495/tomo_area90005.rec
dga2016-01-12-12,3dimage_108320/tomo_area90006_SIRT_1k.rec
dga2016-01-12-13,3dimage_72500/tomo_area90007.rec
dga2016-01-12-14,3dimage_72499/tomo_area90008.rec
dga2016-01-12-16,3dimage_72502/tomo_area300010001.rec
dga2016-01-12-17,3dimage_108321/tomo_area300010002_SIRT_1k.rec
dga2016-01-12-18,3dimage_108322/tomo_area400010001_SIRT_1k.rec
dga2016-01-12-19,3dimage_108323/tomo_area700010008_SIRT_1k.rec
dga2016-01-12-20,3dimage_108324/tomo_area400010002_SIRT_1k.rec
dga2016-01-12-21,3dimage_108325/tomo_area400010003_SIRT_1k.rec
dga2016-01-12-22,3dimage_108524/tomo_area400010004_SIRT_1k.rec
dga2016-01-12-23,3dimage_108326/tomo_area400010005_SIRT_1k.rec
dga2016-01-12-24,3dimage_108327/tomo_area400010006_SIRT_1k.rec
dga2016-01-12-25,3dimage_108328/tomo_area700010001_SIRT_1k.rec
dga2016-01-12-26,3dimage_108329/tomo_area700010002_SIRT_1k.rec
dga2016-01-12-29,3dimage_72514/tomo_area700010004.rec
dga2016-01-12-30,3dimage_108330/tomo_area700010005_SIRT_1k.rec
dga2016-01-12-31,3dimage_72516/tomo_area700010006.rec
dga2016-01-12-32,3dimage_72517/tomo_area700010007.rec
dga2016-01-12-33,3dimage_108331/tomo_area700010009_SIRT_1k.rec
dga2016-01-12-34,3dimage_108332/tomo_area700010010_SIRT_1k.rec
dga2016-01-12-38,3dimage_108333/tomo_area10004_SIRT_1k.rec
dga2016-03-31-1,3dimage_73779/dg20160329_7058_atlas10001_full.rec
dga2016-03-31-2,3dimage_108355/dg20160329_7058_atlas10002_SIRT_1k.rec
dga2016-03-31-4,3dimage_108368/dg20160329_7058_atlas10004_SIRT_1k.rec
dga2016-03-31-5,3dimage_73786/dg20160329_7058_atlas10005_full.rec
dga2016-03-31-6,3dimage_73789/dg20160329_7058_atlas10006_part81_2.rec
dga2016-03-31-8,3dimage_108385/dg20160329_7058_atlas10008_SIRT_1k.rec
dga2016-03-31-9,3dimage_73794/dg20160329_7058_atlas10009_full.rec
dga2016-03-31-11,3dimage_108351/dg20160329_7058_atlas10011_SIRT_1k.rec
dga2016-03-31-13,3dimage_108352/dg20160329_7058_atlas10013_SIRT_1k.rec
dga2016-03-31-14,3dimage_73802/dg20160329_7058_atlas10014_part81_4.rec
dga2016-03-31-15,3dimage_108353/dg20160329_7058_atlas10015_SIRT_1k.rec
dga2016-03-31-17,3dimage_108354/dg20160329_7058_atlas10017_SIRT_1k.rec
dga2016-03-31-19,3dimage_73809/dg20160329_7058_atlas10019_part81_2.rec
dga2016-03-31-20,3dimage_108356/dg20160329_7058_atlas10020_SIRT_1k.rec
dga2016-03-31-21,3dimage_108357/dg20160329_7058_atlas10021_SIRT_1k.rec
dga2016-03-31-22,3dimage_108358/dg20160329_7058_atlas20001_SIRT_1k.rec
dga2016-03-31-25,3dimage_73819/dg20160329_7058_atlas20004_full.rec
dga2016-03-31-26,3dimage_108359/dg20160329_7058_atlas20005_SIRT_1k.rec
dga2016-03-31-27,3dimage_73824/dg20160329_7058_atlas20006_full.rec
dga2016-03-31-28,3dimage_108360/dg20160329_7058_atlas20007_SIRT_1k.rec
dga2016-03-31-29,3dimage_108361/dg20160329_7058_atlas30001_SIRT_1k.rec
dga2016-03-31-30,3dimage_108362/dg20160329_7058_atlas30002_SIRT_1k.rec
dga2016-03-31-31,3dimage_108363/dg20160329_7058_atlas30003_SIRT_1k.rec
dga2016-03-31-32,3dimage_73834/dg20160329_7058_atlas30004_full.rec
dga2016-03-31-33,3dimage_108364/dg20160329_7058_atlas30005_SIRT_1k.rec
dga2016-03-31-34,3dimage_108365/dg20160330_7058_atlas70001_SIRT_1k.rec
dga2016-03-31-36,3dimage_108366/dg20160329_7058_atlas30006_SIRT_1k.rec
dga2016-03-31-37,3dimage_73852/dg20160330_7058_atlas70010_part81_3.rec
dga2016-03-31-38,3dimage_108367/dg20160329_7058_atlas30007_SIRT_1k.rec
dga2016-03-31-40,3dimage_73865/dg20160329_7058_atlas30008_full.rec
dga2016-03-31-41,3dimage_108369/dg20160330_7058_atlas70012_SIRT_1k.rec
dga2016-03-31-44,3dimage_73887/dg20160329_7058_atlas30010_full.rec
dga2016-03-31-45,3dimage_108370/dg20160330_7058_atlas70002_SIRT_1k.rec
dga2016-03-31-46,3dimage_73894/dg20160330_7058_atlas70014_part81_1.rec
dga2016-03-31-47,3dimage_108371/dg20160329_7058_atlas30011_SIRT_1k.rec
dga2016-03-31-49,3dimage_108372/dg20160329_7058_atlas30012_SIRT_1k.rec
dga2016-03-31-50,3dimage_108373/dg20160330_7058_atlas70016_SIRT_1k.rec
dga2016-03-31-51,3dimage_108374/dg20160329_7058_atlas30013_SIRT_1k.rec
dga2016-03-31-53,3dimage_73924/dg20160329_7058_atlas30015_part81_4.rec
dga2016-03-31-57,3dimage_73941/dg20160329_7058_atlas30016_full.rec
dga2016-03-31-58,3dimage_108375/dg20160329_7058_atlas30017_SIRT_1k.rec
dga2016-03-31-59,3dimage_108376/dg20160330_7058_atlas70004_SIRT_1k.rec
dga2016-03-31-61,3dimage_108378/dg20160329_7058_atlas30018_SIRT_1k.rec
dga2016-03-31-62,3dimage_108379/dg20160330_7058_atlas70020_SIRT_1k.rec
dga2016-03-31-65,3dimage_108380/dg20160330_7058_atlas70006_SIRT_1k.rec
dga2016-03-31-66,3dimage_108381/dg20160330_7058_atlas70022_SIRT_1k.rec
dga2016-03-31-67,3dimage_73986/dg20160330_7058_atlas70007_full.rec
dga2016-03-31-70,3dimage_108382/dg20160330_7058_atlas70025_SIRT_1k.rec
dga2016-03-31-72,3dimage_74030/dg20160330_7058_atlas70027.rec
dga2016-03-31-74,3dimage_108383/dg20160330_7058_atlas70029_SIRT_1k.rec
dga2016-03-31-76,3dimage_74028/dg20160330_7058_atlas70031_part81_2.rec
dga2016-03-31-77,3dimage_74049/dg20160330_7058_atlas70032_full.rec
dga2016-03-31-79,3dimage_108384/dg20160329_7058_atlas6a0002_SIRT_1k.rec
dga2016-03-31-81,3dimage_108386/dg20160329_7058_atlas6a0004_SIRT_1k.rec
dga2016-03-31-84,3dimage_108387/dg20160329_7058_atlas6a0007_SIRT_1k.rec
dga2016-03-31-86,3dimage_74069/dg20160329_7058_atlas6a0009_full.rec
