ay08102021_grid_1_atc_lamella1_pos10,1
ay08102021_grid_1_atc_lamella1_pos11,2
ay08102021_grid_1_atc_lamella1_pos12,3
ay08102021_grid_1_atc_lamella1_pos13,4
ay08102021_grid_1_atc_lamella1_pos14,5
ay08102021_grid_1_atc_lamella1_pos15,6
ay08102021_grid_1_atc_lamella1_pos7,7
ay08102021_grid_1_atc_lamella1_pos8,8
ay08102021_grid_1_atc_lamella1_pos9,9
ay08102021_grid_2_lamella2_pos5,10
ay08102021_grid_2_lamella2_pos6,11
ay08102021_grid_2_lamella2_pos7,12
ay08102021_grid_2_lamella2_pos8,13
ay08102021_grid_2_lamella2_pos9,14
ay08102021_grid_2_lamella3_pos1,15
ay08102021_grid_2_lamella3_pos2,16
ay08102021_grid_2_lamella3_pos3,17
ay08102021_grid_2_lamella3_pos4,18
ay08102021_grid_2_lamella5_pos10,19
ay08102021_grid_2_lamella5_pos11,20
ay08102021_grid_2_lamella5_pos12,21
ay08102021_grid_2_lamella6_pos13,22
ay08102021_grid_2_lamella6_pos14,23
ay08102021_grid_2_lamella6_pos15,24
ay08102021_grid_3_lamella1_pos1,25
ay08102021_grid_3_lamella1_pos2,26
ay08102021_grid_3_lamella1_pos3,27
ay08102021_grid_3_lamella1_pos4,28
ay08102021_grid_3_lamella1_pos5,29
ay08102021_grid_3_lamella2_pos10,30
ay08102021_grid_3_lamella2_pos6,31
ay08102021_grid_3_lamella2_pos7,32
ay08102021_grid_3_lamella2_pos8,33
ay08102021_grid_3_lamella2_pos9,34
ay08102021_grid_3_lamella3_pos11,35
ay08102021_grid_3_lamella3_pos12,36
ay08102021_grid_3_lamella3_pos13,37
ay08102021_grid_3_lamella3_pos14,38
ay08102021_grid_3_lamella3_pos15,39
ay08102021_grid_3_lamella3_pos16,40
ay08102021_grid_3_lamella3_pos17,41
ay08102021_grid_3_lamella3_pos18,42
ay08102021_grid_3_lamella3_pos19,43
ay08102021_grid_3_lamella3_pos20,44
ay08102021_grid_3_lamella3_pos21,45
ay08102021_grid_3_lamella4_pos27,46
ay08102021_grid_3_lamella4_pos28,47
ay08102021_grid_3_lamella4_pos29,48
ay08102021_grid_3_lamella4_pos30,49
ay08102021_grid_3_lamella4_pos31,50
ay08102021_grid_3_lamella4_pos32,51
ay08102021_grid_3_lamella4_pos33,52
ay08102021_grid_3_lamella4_pos34,53
ay08102021_grid_3_lamella4_pos35,54
ay08102021_grid_3_lamella4_pos36,55
ay08102021_grid_3_lamella4_pos37,56
ay08102021_grid_3_lamella4_pos38,57
ay08102021_grid_3_lamella5_pos39,58
ay08102021_grid_3_lamella5_pos40,59
